,10,30,50,100,300,500,1000,3000,5000
0,19.52,35.11,37.730000000000004,38.269999999999996,61.69,61.49,61.06,69.93,65.07
1,22.73,31.09,30.320000000000004,35.57,62.43,43.68,66.29,47.57,69.11
2,27.36,26.6,43.22,29.270000000000003,61.68,43.669999999999995,65.95,67.57,46.760000000000005
3,18.95,27.450000000000003,41.49,50.96000000000001,54.690000000000005,65.42,66.06,86.48,80.06
4,18.14,38.91,33.82,45.660000000000004,68.11,55.00000000000001,61.07,70.43,87.66000000000001
5,13.08,35.02,43.13,48.04,51.53,44.34,55.45,71.08,51.83
6,22.17,30.28,36.559999999999995,49.61,48.35,44.48,65.79,53.839999999999996,87.72
7,19.64,25.779999999999998,33.36,47.0,64.27000000000001,55.620000000000005,70.28999999999999,40.699999999999996,46.0
8,21.27,34.14,42.86,25.979999999999997,51.01,64.11,67.36,64.32,80.47
9,17.78,38.18,28.9,47.0,55.86,49.34,59.919999999999995,78.58000000000001,46.77
